Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,TEAM,PADP,DADP
9,Ryan Dunn,22,SF,74,44,19.1,2.8,6.4,0.43,1.1,3.6,0.311,1.7,2.9,0.577,0.516,0.3,0.5,0.487,1.2,2.4,3.6,0.8,0.6,0.5,0.5,2.2,6.9,,PHO,,
10,Mason Plumlee,34,C,74,21,17.6,1.7,2.7,0.619,0,0.1,0,1.7,2.7,0.631,0.619,1.1,1.7,0.648,1.6,4.6,6.1,1.8,0.4,0.6,0.8,2.1,4.5,,PHO,,
11,Oso Ighodaro,22,PF,61,6,17.1,1.9,3.1,0.604,0,0,0,1.9,3,0.611,0.604,0.5,0.8,0.58,1.1,2.6,3.6,1.2,0.5,0.5,0.6,1.7,4.2,,PHO,,
13,Collin Gillespie,25,PG,33,9,14,2.1,4.8,0.43,1.2,2.7,0.433,0.9,2.1,0.426,0.554,0.6,0.7,0.864,0.7,1.7,2.4,2.4,0.6,0.2,0.5,0.9,5.9,,PHO,,
15,Monte Morris,29,PG,45,0,12.7,1.8,4.3,0.426,0.7,1.9,0.36,1.2,2.4,0.477,0.505,0.8,0.9,0.857,0.3,1.2,1.5,1.6,0.4,0.1,0.5,0.5,5.2,,PHO,,
16,Bol Bol,25,PF,36,10,12.4,2.7,5.1,0.525,0.9,2.6,0.344,1.8,2.5,0.711,0.612,0.6,0.7,0.769,0.6,2.3,2.9,0.6,0.3,0.7,0.6,0.6,6.8,,PHO,,
17,TyTy Washington Jr.,23,PG,16,0,7.4,0.9,2.8,0.311,0.3,1.3,0.19,0.6,1.5,0.417,0.356,0.2,0.4,0.5,0.3,0.6,0.8,1,0.2,0,0.2,0.3,2.2,,PHO,,
18,Damion Lee,32,SG,25,0,5.8,1.1,3,0.365,0.4,1.5,0.243,0.7,1.5,0.486,0.426,0.8,0.8,0.952,0.1,0.7,0.8,0.4,0.2,0,0.4,0.2,3.3,,PHO,,
20,Jalen Bridges,23,SF,8,0,3.8,0.3,0.9,0.286,0.3,0.9,0.286,0,0,,0.429,0.4,0.5,0.75,0,0.5,0.5,0,0,0,0.5,0,1.1,,PHO,,
1,Toumani Camara,24,PF,78,78,32.7,4.2,9.2,0.458,1.7,4.6,0.375,2.5,4.6,0.542,0.552,1.2,1.6,0.722,2.2,3.6,5.8,2.2,1.5,0.6,1.4,2.9,11.3,,POR,,
8,Matisse Thybulle,27,SG,15,5,20.8,2.8,5.9,0.477,1.4,3.2,0.438,1.4,2.7,0.525,0.597,0.5,1,0.467,0.9,2.5,3.5,1.9,2.2,0.6,0.9,0.9,7.5,,POR,,
10,Robert Williams,27,C,20,3,17.6,2.5,3.9,0.641,0.1,0.2,0.333,2.5,3.8,0.653,0.647,0.8,0.9,0.882,1.8,4.2,5.9,1.1,0.7,1.7,0.9,1.6,5.8,,POR,,
11,Dalano Banton,25,PG,67,7,16.7,3,7.6,0.391,1.1,3.3,0.324,1.9,4.3,0.442,0.462,1.4,1.9,0.728,0.4,1.6,2,2.4,0.6,0.5,1.3,0.9,8.3,,POR,,
12,Kris Murray,24,SF,69,6,15.1,1.7,4,0.419,0.4,1.7,0.225,1.3,2.3,0.566,0.468,0.4,0.8,0.456,1.1,1.5,2.6,1,0.5,0.2,0.6,1,4.2,,POR,,
13,Jabari Walker,22,SF,60,1,12.5,2,3.8,0.515,0.5,1.2,0.389,1.5,2.6,0.573,0.576,0.8,1.2,0.69,1,2.5,3.5,0.6,0.6,0.1,0.6,1.5,5.2,,POR,,
15,Duop Reath,28,C,46,0,10.2,1.5,3.6,0.422,0.7,2.3,0.321,0.8,1.3,0.6,0.524,0.4,0.5,0.909,1,1,2,0.6,0.3,0.3,0.3,0.9,4.2,,POR,,
16,Taze Moore,26,SG,2,0,10,1,5,0.2,0.5,2,0.25,0.5,3,0.167,0.25,0.5,1,0.5,2,2,4,0.5,1,0,1,0,3,,POR,,
17,Rayan Rupert,20,SG,52,0,8.8,1.1,2.7,0.408,0.3,1.1,0.271,0.8,1.6,0.506,0.465,0.4,0.6,0.767,0.5,0.8,1.3,0.5,0.3,0.1,0.6,0.7,3,,POR,,
18,Justin Minaya,25,SF,19,0,5.3,0.4,1.1,0.381,0.1,0.5,0.2,0.3,0.6,0.545,0.429,0,0.1,0,0.3,0.3,0.5,0.4,0.3,0.1,0.3,0.6,0.9,,POR,,
19,Bryce McGowens,22,SG,13,0,2.5,0.3,1.1,0.286,0,0.3,0,0.3,0.8,0.4,0.286,0.4,0.5,0.833,0.2,0.1,0.2,0.2,0.1,0,0.3,0.2,1,,POR,,
9,Trey Lyles,29,PF,69,5,19.6,2.3,5.4,0.42,1.2,3.4,0.34,1.1,2,0.559,0.528,0.8,1.2,0.7,1.2,3.4,4.6,1.2,0.6,0.3,0.6,1.2,6.5,,SAC,,
12,Jae Crowder,34,PF,9,2,11.4,0.8,2.4,0.318,0.4,1.7,0.267,0.3,0.8,0.429,0.409,0.6,0.7,0.833,0.7,1.6,2.2,0.7,0.3,0,0.4,1.1,2.6,,SAC,,
13,Devin Carter,22,PG,36,0,11,1.3,3.5,0.37,0.5,1.7,0.295,0.8,1.8,0.439,0.441,0.7,1.2,0.591,0.5,1.6,2.1,1.1,0.6,0.1,0.5,1.1,3.8,,SAC,,
14,Markelle Fultz,26,PG,21,0,8.8,1.3,3.2,0.418,0.2,0.4,0.5,1.1,2.8,0.407,0.448,0,0,1,0.3,0.7,1,1.3,0.5,0.1,0.7,0.6,2.9,,SAC,,
15,Doug McDermott,33,SF,42,3,8.1,1.2,2.8,0.427,1,2.4,0.436,0.1,0.4,0.375,0.615,0.1,0.1,0.6,0.1,0.5,0.5,0.2,0.1,0,0.1,0.7,3.5,,SAC,,
16,Terence Davis,27,SG,1,0,8,0,2,0,0,1,0,0,1,0,0,0,0,,0,1,1,1,0,0,0,0,0,,SAC,,
17,Isaac Jones,24,PF,40,0,7.6,1.4,2.1,0.651,0.1,0.2,0.375,1.3,1.9,0.68,0.669,0.6,0.9,0.639,0.6,0.9,1.4,0.3,0.1,0.3,0.4,0.8,3.4,,SAC,,
22,Mason Jones,26,SG,10,0,4.5,0.9,1.8,0.5,0.1,0.8,0.125,0.8,1,0.8,0.528,0.4,0.5,0.8,0.2,0.7,0.9,1.1,0,0.1,0.1,0.3,2.3,,SAC,,
23,Isaiah Crawford,23,SF,15,0,3.1,0.3,0.7,0.455,0.1,0.3,0.2,0.3,0.4,0.667,0.5,0.1,0.3,0.5,0.1,0.5,0.5,0.1,0.1,0.1,0.1,0.1,0.9,,SAC,,
24,Skal Labissière,28,PF,4,0,3,0.5,1,0.5,0.3,0.3,1,0.3,0.8,0.333,0.625,0,0,,0.3,0.5,0.8,0.3,0,0,0,0.3,1.3,,SAC,,
25,Terry Taylor,25,PF,3,0,2,0,0.3,0,0,0,,0,0.3,0,0,0,0,,0.3,0,0.3,0.7,0,0,0,0,0,,SAC,,
9,Julian Champagnie,23,SF,82,29,23.6,3.4,8.1,0.415,2.2,5.9,0.371,1.2,2.3,0.53,0.549,1,1.1,0.904,0.8,3.1,3.9,1.4,0.7,0.4,0.9,1.4,9.9,,SAS,,
10,Bismack Biyombo,32,C,28,26,18.9,2.4,4.1,0.588,0,0,,2.4,4.1,0.588,0.588,0.4,0.9,0.4,1.5,4.1,5.6,1.1,0.6,0.8,1,1.9,5.1,,SAS,,
12,Blake Wesley,21,SG,58,0,11.8,1.4,3.2,0.435,0.3,1,0.293,1.1,2.2,0.5,0.481,0.7,1.1,0.623,0.3,0.8,1.1,2,0.6,0.1,0.9,0.8,3.7,,SAS,,
14,Sandro Mamukelashvili,25,PF,61,0,11.2,2.3,4.6,0.502,1,2.6,0.373,1.3,2,0.675,0.609,0.7,1,0.741,1,2,3.1,0.8,0.4,0.3,0.4,1,6.3,,SAS,,
15,Charles Bassey,24,C,36,1,10.4,1.9,3.3,0.581,0,0,,1.9,3.3,0.581,0.581,0.6,0.9,0.636,1.6,2.7,4.2,0.5,0.4,0.8,0.6,1.4,4.4,,SAS,,
16,Malaki Branham,21,SG,47,0,9.1,1.9,4,0.458,0.7,1.8,0.405,1.1,2.3,0.5,0.547,0.6,0.7,0.818,0.1,0.9,1.1,0.8,0.2,0,0.7,0.6,5,,SAS,,
17,Riley Minix,24,SF,1,0,7,0,1,0,0,1,0,0,0,,0,0,0,,0,2,2,0,0,0,0,0,0,,SAS,,
18,Harrison Ingram,22,SF,5,0,7,0.4,0.8,0.5,0,0.2,0,0.4,0.6,0.667,0.5,0,0,,0.4,1.4,1.8,0.6,0.6,0,0.2,0.4,0.8,,SAS,,
20,David Duke Jr.,25,SG,6,0,5.7,1,2.3,0.429,0.5,1,0.5,0.5,1.3,0.375,0.536,0.2,0.3,0.5,0.2,0.7,0.8,0.7,0.2,0,0.3,0.2,2.7,,SAS,,
6,Ochai Agbaji,24,SG,64,45,27.2,4.2,8.3,0.498,1.6,4,0.399,2.6,4.4,0.587,0.593,0.5,0.8,0.708,1,2.8,3.8,1.5,0.9,0.5,0.8,2,10.4,,TOR,,
10,Ja'Kobe Walter,20,SG,52,18,21.2,3.1,7.6,0.405,1.3,3.6,0.349,1.8,4,0.454,0.487,1.3,1.6,0.795,1.1,1.9,3.1,1.6,0.8,0.2,1,1.8,8.6,,TOR,,
11,Jonathan Mogbo,23,PF,63,18,20.4,2.5,5.7,0.438,0.3,1.1,0.243,2.2,4.5,0.486,0.462,1,1.3,0.732,1.7,3.2,4.9,2.3,0.9,0.5,1.1,2.2,6.2,,TOR,,
14,Jamal Shead,22,PG,75,11,19.6,2.7,6.7,0.405,1,3,0.323,1.8,3.7,0.47,0.476,0.7,0.9,0.768,0.4,1.1,1.5,4.2,0.8,0.1,1.6,2.1,7.1,,TOR,,
16,A.J. Lawson,24,SG,26,2,18.7,3.1,7.3,0.421,1.3,3.9,0.327,1.8,3.4,0.528,0.508,1.7,2.4,0.683,0.8,2.5,3.3,1.2,0.5,0.2,0.6,1.7,9.1,,TOR,,
17,Jamison Battle,23,SF,59,10,17.7,2.5,5.9,0.429,1.8,4.4,0.405,0.7,1.5,0.5,0.581,0.3,0.3,0.889,0.6,2.1,2.7,0.9,0.3,0.2,0.5,1.6,7.1,,TOR,,
18,Chris Boucher,32,PF,50,0,17.2,3.6,7.4,0.492,1.4,3.9,0.363,2.2,3.5,0.633,0.586,1.4,1.7,0.782,1.4,3.1,4.5,0.7,0.5,0.5,0.6,1.4,10,,TOR,,
20,Bruno Fernando,26,C,17,2,8.6,1.5,2.9,0.531,0,0,,1.5,2.9,0.531,0.531,0.4,0.5,0.75,1.2,1.8,3,1.1,0.2,0.5,0.8,1.6,3.4,,TOR,,
21,D.J. Carton,24,SG,4,0,8.3,0.3,1.8,0.143,0,0.8,0,0.3,1,0.25,0.143,0.3,0.3,1,0,1,1,0.8,0.5,0,1,0.3,0.8,,TOR,,
22,Garrett Temple,38,SG,28,0,8.1,0.6,2.1,0.3,0.2,1,0.214,0.4,1.1,0.375,0.35,0.4,0.4,0.917,0.3,0.7,1,1.1,0.6,0.1,0.4,0.8,1.9,,TOR,,
23,Ulrich Chomche,19,PF,7,0,4.6,0.3,0.7,0.4,0,0,,0.3,0.7,0.4,0.4,0.1,0.3,0.5,0.6,0.6,1.1,0.3,0,0.1,0.3,0.7,0.7,,TOR,,
7,Isaiah Collier,20,PG,71,46,25.9,3.3,7.8,0.422,0.6,2.4,0.249,2.7,5.4,0.497,0.459,1.5,2.2,0.682,0.5,2.9,3.3,6.3,0.9,0.2,2.9,2.1,8.7,,UTA,,
10,Cody Williams,20,SG,50,21,21.2,1.7,5.1,0.323,0.7,2.7,0.259,1,2.4,0.393,0.391,0.6,0.8,0.725,0.5,1.7,2.3,1.2,0.5,0.3,0.9,1.9,4.6,,UTA,,
11,Kyle Filipowski,21,C,72,27,21.1,3.6,7.2,0.502,1.1,3.1,0.35,2.5,4.1,0.614,0.576,1.3,2,0.65,1.6,4.6,6.1,1.9,0.7,0.3,1.4,2.4,9.6,,UTA,,
12,Brice Sensabaugh,21,SF,71,15,20.2,3.9,8.4,0.459,2.2,5.2,0.422,1.7,3.2,0.52,0.59,0.9,1,0.89,0.6,2.4,3,1.5,0.6,0.1,1.5,1.6,10.9,,UTA,,
13,Svi Mykhailiuk,27,SF,38,13,20,3.1,7.9,0.391,1.8,5.3,0.345,1.3,2.6,0.485,0.507,0.7,0.9,0.8,0.6,1.8,2.4,2,0.5,0.2,1.4,1.1,8.8,,UTA,,
14,Johnny Juzang,23,SG,64,18,19.8,3.2,7.4,0.429,1.8,4.9,0.376,1.3,2.5,0.534,0.554,0.7,0.8,0.849,0.7,2.2,2.9,1.1,0.6,0.1,0.6,2,8.9,,UTA,,
15,Micah Potter,26,C,38,10,18.6,1.5,3.6,0.422,0.8,2.6,0.316,0.7,1,0.703,0.537,0.4,0.5,0.85,1.1,3.2,4.3,0.8,0.4,0.4,0.8,1.3,4.3,,UTA,,
16,Oscar Tshiebwe,25,C,14,1,18.2,3,5,0.6,0,0,,3,5,0.6,0.6,1.6,2.2,0.742,3.3,5.4,8.7,0.6,0.9,0.1,0.7,1.7,7.6,,UTA,,
19,Elijah Harkless,24,SG,10,0,13.8,1.1,3.5,0.314,0.7,2.5,0.28,0.4,1,0.4,0.414,0.3,0.6,0.5,0.9,1.2,2.1,0.8,1,0.1,0.3,1.8,3.2,,UTA,,
2,Bub Carrington,19,PG,82,57,30,3.7,9.1,0.401,1.7,5,0.339,2,4.2,0.475,0.493,0.8,1,0.812,0.4,3.8,4.2,4.4,0.7,0.3,1.7,2.3,9.8,,WAS,,
7,Kyshawn George,21,SG,68,38,26.5,3,8,0.372,1.7,5.2,0.322,1.3,2.8,0.464,0.476,1,1.4,0.753,0.7,3.5,4.2,2.5,1,0.7,1.4,3,8.7,,WAS,,
12,Justin Champagnie,23,SF,62,31,21.6,3.4,6.6,0.511,1.2,3.1,0.383,2.2,3.5,0.624,0.601,0.8,1.2,0.685,1.8,3.9,5.7,1,1,0.6,0.9,1.8,8.8,,WAS,,
17,Richaun Holmes,31,PF,31,7,17.2,2.9,4.5,0.647,0,0.1,0,2.9,4.4,0.662,0.647,1.6,1.9,0.833,2,3.7,5.7,1.4,0.3,0.7,0.7,1.6,7.4,,WAS,,
18,Tristan Vukcevic,21,C,35,1,14.7,3.4,6.9,0.496,1.1,2.9,0.373,2.3,4,0.586,0.574,1.5,1.9,0.776,0.7,3,3.7,1.1,0.3,0.7,1.2,1.6,9.4,,WAS,,
21,Anthony Gill,32,PF,51,0,7.8,0.8,1.7,0.489,0.2,0.6,0.323,0.6,1.1,0.579,0.545,0.6,1,0.66,0.4,0.9,1.3,0.3,0.2,0,0.2,0.6,2.5,,WAS,,
22,Johnny Davis,22,SG,34,0,7.1,0.9,2.3,0.41,0.2,0.9,0.241,0.7,1.4,0.51,0.455,0.3,0.4,0.6,0.3,0.8,1.1,0.3,0.4,0.2,0.2,0.5,2.4,,WAS,,
24,Jalen McDaniels,27,SF,4,0,1.8,0,0,,0,0,,0,0,,,0,0,,0,0,0,0.3,0.3,0,0,0,0,,WAS,,
0,Jacob Toppin,24,SF,17,0,4.5,0.5,1.3,0.385,0.3,0.6,0.5,0.2,0.7,0.286,0.3,0,0,,0.2,0.7,0.9,0.4,0.1,0,0.2,0.2,1.4,,NYK,,
0,Georges Niang,31,PF,79,3,21.5,3.7,7.8,0.462,2.1,5.2,0.404,1.5,2.6,0.577,0.6,0.6,0.7,0.857,0.6,2.8,3.5,1.4,0.3,0.2,1,2.5,9.9,,ATL,,
0,David Roddy,23,PF,33,3,12.4,1.7,3.7,0.436,0.6,1.9,0.316,1.1,2,0.55,0.5,0.6,0.8,0.75,0.4,2.2,2.6,1.1,0.4,0.3,0.6,0.6,4.6,,HOU,,
0,Torrey Craig,34,SF,26,4,12.1,1.4,3.4,0.412,0.9,2.5,0.36,0.5,0.9,0.556,0.5,0.3,0.5,0.6,1,1.8,2.8,0.7,0.3,0.4,0.3,1.3,4.2,,BOS,,
0,Jaden Springer,22,SG,43,2,8.5,0.9,2.1,0.381,0.3,1.1,0.273,0.5,1,0.5,0.5,0.6,0.9,0.667,0.4,1,1.3,0.8,0.6,0.1,0.4,1,2.5,,UTA,,
0,Shake Milton,28,SG,57,2,14.7,2,4.4,0.444,0.6,1.9,0.316,1.4,2.6,0.538,0.5,0.8,1,0.8,0.5,1.3,1.8,1.8,0.4,0.1,0.7,1.2,5.6,,LAL,,
0,Maxwell Lewis,22,SF,28,1,11.7,1.6,3.9,0.41,0.7,1.8,0.389,0.9,2.1,0.429,0.5,0.2,0.4,0.5,0.7,1.4,1.9,0.7,0.3,0.2,0.5,1,4.1,,BRK,,
0,Reece Beekman,23,PG,36,4,13,1,3,0.345,0.2,1.1,0.182,0.8,1.8,0.444,0.4,0.5,0.6,0.833,0.4,0.8,1.1,1.7,0.9,0.1,0.6,1,2.6,,BRK,,
0,Jaylen Martin,21,SF,16,0,14.9,1.9,4.6,0.444,0.5,1.4,0.357,1.5,3.1,0.484,0.5,0.6,0.7,0.857,0.7,2,2.8,1.1,0.6,0,0.7,0.9,4.9,,WAS,,
0,Kevin Huerter,26,SG,69,31,24.3,3.8,8.7,0.42,1.9,5.7,0.333,1.8,3.1,0.581,0.5,0.5,0.7,0.714,0.4,2.5,3,2.3,1,0.4,1,1.8,9.9,,CHI,,
0,Cody Martin,29,SF,53,8,22.1,2.6,6.2,0.403,0.8,2.9,0.276,1.7,3.3,0.515,0.5,0.8,1.2,0.667,1,3.2,4.2,2,1,0.6,1,1.7,6.7,,PHO,,
0,Vasilije Micić,31,PG,41,16,19.1,2.3,6.7,0.343,1.1,3.1,0.355,1.2,3.6,0.333,,0.8,1,0.8,0.5,1.7,2.2,3.1,0.4,0,1.9,1.1,6.6,,PHO,,
0,Elfrid Payton,30,PG,24,9,21.3,1.7,5.1,0.34,0.1,0.2,0.5,1.6,4.8,0.333,0.3,0.1,0.3,0.333,0.7,2.7,3.3,6.9,1,0.4,2.5,1.5,3.6,,NOP,,
0,Josh Okogie,26,SG,40,7,15.6,2.3,5.3,0.453,0.8,2.3,0.348,1.6,3,0.533,0.5,1.6,2.1,0.762,1.1,1.7,2.8,0.9,1.2,0.4,0.8,1.2,7.1,,CHO,,
0,Wendell Moore Jr.,23,SG,36,1,13.9,1.7,3.5,0.486,0.4,1.1,0.364,1.3,2.4,0.542,0.5,0.5,0.6,0.833,0.9,1.8,2.6,1.2,0.5,0.2,0.8,0.9,4.2,,CHO,,
0,Jared Rhoden,25,SG,14,2,16.2,3,6.2,0.484,0.9,2.8,0.321,2.1,3.4,0.618,0.5,1.6,1.8,0.889,1,2,3,1.1,0.7,0.1,0.7,1.4,8.4,,TOR,,
0,Chuma Okeke,26,PF,9,3,21.8,2.2,4.4,0.489,1.2,3.1,0.387,1,1.4,0.714,0.6,0.2,0.3,0.667,2.4,2.9,5.2,1.7,0.5,0.4,0.3,0.5,5.9,,CLE,,
0,Javonte Green,31,SG,68,19,18.5,1.8,4.2,0.429,0.7,2.1,0.333,1.1,2.1,0.524,0.5,0.8,1.1,0.727,0.9,2.4,3.2,0.8,1,0.5,0.5,1.4,5.1,,CLE,,
0,JT Thor,22,PF,20,0,12.5,1.3,3,0.433,0.3,1.1,0.273,1,1.9,0.526,0.5,0.7,1.1,0.636,1,1.4,2.4,0.3,0.4,0.4,0.5,0.9,3.5,,WAS,,
0,Max Christie,21,SG,78,36,27.3,3.3,7.6,0.44,1.5,4,0.375,1.8,3.5,0.514,0.5,1.7,1.9,0.895,0.5,2.8,3.3,1.9,0.8,0.4,1.1,1.5,9.6,,DAL,,
0,Quentin Grimes,24,SG,75,37,26.9,5.1,11,0.464,2.1,5.6,0.375,3,5.4,0.556,0.6,2.2,2.9,0.759,0.7,3.5,4.3,3,1,0.3,1.9,1.8,14.6,,PHI,,
0,Kai Jones,24,C,40,6,11.7,2.2,2.7,0.75,0,0.2,0,2.1,2.6,0.808,0.8,0.6,0.8,0.75,1,2.1,3.1,0.7,0.4,0.6,0.5,1.2,5,,DAL,,
0,Moses Brown,25,C,13,2,9.2,2.6,3.8,0.684,0,0,,2.6,3.8,0.684,0.7,0.6,0.9,0.667,0.9,2.5,3.4,0.2,0.4,0.3,0.9,1.3,5.8,,DAL,,
0,Kylor Kelley,27,C,11,2,11.5,1.3,2,0.65,0,0,,1.3,2,0.65,0.7,0.6,0.9,0.667,1.1,2.4,3.5,0.5,0.1,0.3,0.3,1.4,3.1,,NOP,,
0,Markieff Morris,35,PF,15,2,11,1.4,4.6,0.298,0.6,2.4,0.25,0.8,2.3,0.348,0.3,0.3,0.4,0.75,0.2,1.3,1.5,1.4,0.1,0.2,0.4,1.1,3.7,,LAL,,
0,Lindy Waters III,27,SG,52,9,14.9,1.8,4.8,0.354,1.2,3.6,0.333,0.5,1.2,0.417,0.5,0.1,0.2,0.5,0.4,1.7,2.1,1,0.5,0.2,0.3,1.2,4.9,,DET,,
0,Cole Swider,25,SF,10,0,16.9,2.2,6.3,0.349,1.5,4.7,0.319,0.7,1.6,0.437,0.4,0,0.1,0,0.5,2.2,2.7,0.3,0.4,0.2,0.4,1.2,5.9,,TOR,,
0,Thomas Bryant,27,C,66,8,14.6,2.5,4.8,0.521,0.8,2.2,0.364,1.7,2.6,0.654,0.6,0.8,0.9,0.889,1.3,2.5,3.8,0.8,0.4,0.6,0.5,1.2,6.5,,IND,,
0,Tristen Newton,23,SG,8,0,2,0.1,1,0.1,0,0.4,0,0.1,0.6,0.167,0.1,0.1,0.1,1,0.3,0.3,0.5,0.2,0.1,0,0.2,0.5,0.4,,MIN,,
0,Mo Bamba,26,C,32,2,12.9,1.6,3.5,0.457,0.4,1.7,0.235,1.2,1.8,0.667,0.5,0.6,0.8,0.75,1,3.6,4.5,0.6,0.3,1,0.6,1.8,4.3,,NOP,,
0,Bones Hyland,24,PG,24,0,10,2,5,0.4,1.4,3.4,0.412,0.6,1.6,0.375,0.6,1,1.1,0.909,0.2,0.9,1.1,1.3,0.8,0.2,1.1,1.2,6.2,,MIN,,
0,Drew Eubanks,27,C,61,4,12.3,1.9,3.2,0.594,0.1,0.1,1,1.8,3.1,0.581,0.6,0.8,1.1,0.727,1,2.8,3.7,0.9,0.2,0.7,0.6,1,4.6,,LAC,,
0,MarJon Beauchamp,24,SF,35,0,4.5,0.8,1.8,0.444,0.3,0.8,0.375,0.5,1,0.5,0.5,0.4,0.6,0.667,0.3,1,1.2,0.3,0.1,0,0.4,0.4,2.3,,NYK,,
0,Patty Mills,36,PG,29,0,11.1,1.2,3.3,0.364,0.9,2.6,0.346,0.3,0.7,0.429,0.6,0.5,0.5,1,0.2,0.6,0.7,0.9,0.5,0.1,0.6,0.8,3.9,,LAC,,
0,Patrick Baldwin Jr.,22,SF,24,0,4.5,0.8,1.5,0.533,0.5,1,0.5,0.3,0.5,0.6,0.8,0.1,0.2,0.5,0.2,0.9,1,0.1,0.1,0.1,0.2,0.3,2.2,,LAC,,
0,Alex Len,31,C,46,7,8.3,0.7,1.3,0.5,0,0.2,0,0.7,1.2,0.583,0.5,0.2,0.4,0.5,0.8,1.3,2.1,0.8,0.2,0.5,0.4,1.2,1.6,,LAL,,
0,Trey Jemison,25,C,38,0,10.3,1.1,1.9,0.579,0,0,,1.1,1.9,0.579,0.6,0.3,0.8,0.375,1.2,1.6,2.8,0.4,0.2,0.4,0.6,1.8,2.5,,LAL,,
0,Jake LaRavia,23,PF,66,0,20.4,2.4,5.1,0.52,1,2.1,0.476,1.6,2.9,0.552,0.6,1.2,1.7,0.706,1.3,2.5,3.9,2.4,0.9,0.3,1.3,2,7,,SAC,,
0,Colin Castleton,24,C,26,4,16.6,1.8,3.8,0.474,0.1,0.6,0.167,1.7,3.2,0.531,0.4,1.1,1.4,0.786,2,2.6,4.7,1.1,0.3,0.4,0.9,2,4.7,,TOR,,
0,Davion Mitchell,26,PG,74,37,27.4,3,6.4,0.477,1.2,2.9,0.414,1.9,3.6,0.528,0.6,0.8,1.1,0.727,0.5,1.8,2.2,4.9,1,0.2,1.8,2.5,7.9,,MIA,,
0,Delon Wright,32,PG,40,7,15.9,1.1,3.3,0.333,0.5,1.8,0.278,0.6,1.5,0.4,0.4,0.3,0.6,0.5,0.7,1,1.7,1.9,0.9,0.3,0.5,0.7,3.1,,NYK,,
0,Jericho Sims,26,C,53,5,11.9,0.8,1.4,0.571,0,0,,0.8,1.4,0.571,0.6,0.1,0.2,0.5,1.3,2.4,3.7,0.7,0.2,0.4,0.6,1.3,1.8,,MIL,,
0,Pete Nance,24,PF,13,1,10.6,1.1,2.4,0.458,0.7,1.8,0.389,0.4,0.6,0.667,0.6,0.1,0.2,0.5,0.4,1.2,1.6,0.8,0.1,0.1,0.3,1.3,2.9,,MIL,,
0,AJ Johnson,20,SG,29,11,22,2.8,7.3,0.392,0.9,3.1,0.29,2,4.3,0.465,0.5,1.1,1.3,0.846,0.3,1.8,2.1,2.6,0.4,0.1,1.2,1.7,7.6,,WAS,,
0,Bruce Brown,28,PG,41,12,22.5,3.2,7.5,0.421,0.7,2,0.35,2.5,5.6,0.446,0.5,1.3,1.6,0.812,1,3,4,2,0.8,0.3,1,1.7,8.3,,NOP,,
0,Lester Quiñones,24,SG,13,0,14.1,2.4,6,0.4,1,3.4,0.294,1.4,2.6,0.538,0.5,0.9,1,0.9,0.3,1.2,1.5,1.9,0.2,0.1,1.1,1.4,6.7,,NOP,,
0,Alex Reese,25,PF,15,0,14.4,1.7,3.6,0.472,1,2.7,0.37,0.7,0.9,0.778,0.6,0.6,0.8,0.75,0.6,2.5,3.1,0.3,0.7,0.7,0.4,1.4,5.1,,PHI,,
0,Jared Butler,24,SG,60,17,17.4,3.4,7.6,0.453,1,2.8,0.357,2.4,4.7,0.511,0.5,1.2,1.5,0.8,0.4,1.4,1.9,3.7,0.7,0.2,1.3,1.6,9,,PHI,,
0,KJ Martin,24,PF,43,16,21.2,2.5,4.7,0.543,0.3,1.3,0.231,2.2,3.3,0.667,0.6,0.9,1.1,0.818,0.7,2.2,2.9,1.1,0.4,0.5,0.5,2.4,6.4,,UTA,,
0,Sidy Cissoko,20,SF,22,0,5.2,0.6,1.4,0.538,0.2,0.6,0.333,0.5,0.7,0.714,0.5,0.2,0.4,0.5,0.4,0.6,1,0.7,0.1,0,0.5,0.5,1.5,,POR,,
0,Jordan McLaughlin,28,PG,46,0,6.8,0.7,1.6,0.4,0.4,1,0.4,0.2,0.5,0.4,0.6,0.4,0.5,0.8,0.1,0.5,0.7,1.1,0.4,0,0.4,0.4,2.1,,SAS,,
0,Orlando Robinson,24,C,44,8,17.5,2.6,6,0.458,0.4,1.2,0.333,2.3,4.7,0.489,0.5,1.2,1.6,0.75,2,3,5,1.7,0.4,0.3,1.1,2.3,6.9,,TOR,,
0,Colby Jones,22,SG,39,0,13.2,1.5,3.3,0.455,0.4,1.2,0.333,1.1,2.1,0.524,0.5,0.6,0.9,0.667,0.5,1.7,2.3,1.1,0.7,0.3,0.6,0.9,4,,WAS,,